SalesOrderNumber_num,Country,Region
68060,United Kingdom,United Kingdom
68061,United States,Southwest
68062,United States,Southwest
68063,United States,Northwest
68064,Germany,Germany
68065,Australia,Australia
68066,Australia,Australia
68067,Australia,Australia
68068,Australia,Australia
68069,Australia,Australia
68070,Australia,Australia
68071,United States,Southwest
68072,United States,Southwest
68073,United States,Southwest
68074,United States,Southwest
68075,United States,Southwest
68076,United States,Northwest
68077,United States,Southwest
68078,United States,Southwest
68079,United States,Southwest
68080,Canada,Canada
68081,France,France
68082,Germany,Germany
68083,Germany,Germany
68084,Germany,Germany
68085,Australia,Australia
68086,Australia,Australia
68087,Australia,Australia
68088,Australia,Australia
68089,Australia,Australia
68090,United States,Southwest
68091,Canada,Canada
68092,Australia,Australia
68093,Australia,Australia
68094,Australia,Australia
68095,Australia,Australia
68096,United Kingdom,United Kingdom
68097,Germany,Germany
68098,Germany,Germany
68099,United Kingdom,United Kingdom
68100,France,France
68101,United Kingdom,United Kingdom
68102,Germany,Germany
68103,United States,Northwest
68104,Canada,Canada
68105,United States,Southwest
68106,United States,Southwest
68107,Canada,Canada
68108,United States,Southwest
68109,Canada,Canada
68110,United States,Northwest
68111,Canada,Canada
68112,United States,Northwest
68113,Canada,Canada
68114,Canada,Canada
68115,United States,Southwest
68116,United States,Northwest
68117,Canada,Canada
68118,United States,Southwest
68119,United States,Southwest
68120,United Kingdom,United Kingdom
68121,France,France
68122,Germany,Germany
68123,United Kingdom,United Kingdom
68124,France,France
68125,Germany,Germany
68126,United Kingdom,United Kingdom
68127,France,France
68128,United States,Northwest
68129,Canada,Canada
68130,United States,Southwest
68131,Canada,Canada
68132,United States,Southwest
68133,United States,Northwest
68134,France,France
68135,Australia,Australia
68136,Australia,Australia
68137,Australia,Australia
68138,Canada,Canada
68139,Canada,Canada
68140,United States,Northwest
68141,Canada,Canada
68142,United States,Northwest
68143,Canada,Canada
68144,United States,Southwest
68145,United States,Northwest
68146,United Kingdom,United Kingdom
68147,United Kingdom,United Kingdom
68148,Germany,Germany
68149,Australia,Australia
68150,Germany,Germany
68151,Canada,Canada
68152,United States,Northwest
68153,Australia,Australia
68154,Australia,Australia
68155,Australia,Australia
68156,Australia,Australia
68157,Australia,Australia
68158,Australia,Australia
68159,United Kingdom,United Kingdom
68160,United Kingdom,United Kingdom
68161,France,France
68162,United Kingdom,United Kingdom
68163,Germany,Germany
68164,United States,Northwest
68165,United States,Southwest
68166,Canada,Canada
68167,United States,Northwest
68168,United States,Southwest
68169,United States,Southwest
68170,United States,Southwest
68171,United States,Northwest
68172,United States,Southwest
68173,United States,Northwest
68174,United States,Southwest
68175,United States,Northwest
68176,United States,Southwest
68177,United States,Southwest
68178,Canada,Canada
68179,United States,Northwest
68180,Canada,Canada
68181,United Kingdom,United Kingdom
68182,United Kingdom,United Kingdom
68183,Germany,Germany
68184,United States,Northwest
68185,United Kingdom,United Kingdom
68186,United States,Northwest
68187,United States,Northwest
68188,France,France
68189,United Kingdom,United Kingdom
68190,United Kingdom,United Kingdom
68191,Australia,Australia
68192,Australia,Australia
68193,United States,Southwest
68194,United States,Northwest
68195,Germany,Germany
68196,United Kingdom,United Kingdom
68197,Germany,Germany
68198,United Kingdom,United Kingdom
68199,Australia,Australia
68200,Australia,Australia
68201,Australia,Australia
68202,United Kingdom,United Kingdom
68203,France,France
68204,United Kingdom,United Kingdom
68205,United Kingdom,United Kingdom
68206,Canada,Canada
68207,United States,Northwest
68208,Canada,Canada
68209,United States,Northwest
68210,Canada,Canada
68211,Canada,Canada
68212,United States,Southwest
68213,United States,Northwest
68214,Canada,Canada
68215,United States,Southwest
68216,United States,Southwest
68217,United States,Southwest
68218,United States,Southwest
68219,United States,Northwest
68220,United States,Southwest
68221,Canada,Canada
68222,Canada,Canada
68223,United States,Southwest
68224,Canada,Canada
68225,Canada,Canada
68226,France,France
68227,France,France
68228,Germany,Germany
68229,United Kingdom,United Kingdom
68230,Germany,Germany
68231,France,France
68232,France,France
68233,United Kingdom,United Kingdom
68234,Canada,Canada
68235,United States,Northwest
68236,Canada,Canada
68237,Canada,Canada
68238,United States,Northwest
68239,United States,Southwest
68240,Canada,Canada
68241,United States,Southwest
68242,United States,Northwest
68243,Canada,Canada
68244,Canada,Canada
68245,United States,Southwest
68246,United States,Southeast
68247,Canada,Canada
68248,United States,Southwest
68249,United States,Southwest
68250,Germany,Germany
68251,Australia,Australia
68252,Australia,Australia
68253,Australia,Australia
68254,United States,Southwest
68255,United States,Southwest
68256,United States,Northwest
68257,Canada,Canada
68258,United States,Southwest
68259,United States,Southwest
68260,United States,Southwest
68261,United States,Northwest
68262,Germany,Germany
68263,United Kingdom,United Kingdom
68264,United Kingdom,United Kingdom
68265,Australia,Australia
68266,France,France
68267,Canada,Canada
68268,United States,Southwest
68269,Australia,Australia
68270,Australia,Australia
68271,Australia,Australia
68272,Australia,Australia
68273,Australia,Australia
68274,Australia,Australia
68275,Australia,Australia
68276,Australia,Australia
68277,Germany,Germany
68278,Germany,Germany
68279,France,France
68280,France,France
68281,United Kingdom,United Kingdom
68282,France,France
68283,United Kingdom,United Kingdom
68284,Germany,Germany
68285,Canada,Canada
68286,United States,Southwest
68287,United States,Southwest
68288,Canada,Canada
68289,United States,Southwest
68290,United States,Southwest
68291,United States,Southwest
68292,Canada,Canada
68293,Canada,Canada
68294,United States,Northwest
68295,United States,Northwest
68296,United States,Northwest
68297,United States,Northwest
68298,United States,Southwest
68299,United States,Southwest
68300,United States,Northwest
68301,United States,Southwest
68302,United States,Southwest
68303,United States,Southwest
68304,United States,Southwest
68305,United States,Northwest
68306,United States,Southwest
68307,Germany,Germany
68308,France,France
68309,Germany,Germany
68310,United Kingdom,United Kingdom
68311,Germany,Germany
68312,France,France
68313,United Kingdom,United Kingdom
68314,United Kingdom,United Kingdom
68315,Germany,Germany
68316,Germany,Germany
68317,United States,Northwest
68318,United States,Northwest
68319,United States,Northwest
68320,United States,Northwest
68321,France,France
68322,United States,Southwest
68323,Canada,Canada
68324,United States,Southwest
68325,United States,Northwest
68326,Australia,Australia
68327,Australia,Australia
68328,Australia,Australia
68329,Australia,Australia
68330,Canada,Canada
68331,United States,Southwest
68332,United States,Southwest
68333,United States,Northwest
68334,United States,Northwest
68335,United States,Northwest
68336,United States,Southwest
68337,United States,Northwest
68338,United States,Southwest
68339,Germany,Germany
68340,France,France
68341,Australia,Australia
68342,United States,Southwest
68343,Canada,Canada
68344,Australia,Australia
68345,Australia,Australia
68346,Australia,Australia
68347,Australia,Australia
68348,Germany,Germany
68349,France,France
68350,Germany,Germany
68351,United States,Northwest
68352,Canada,Canada
68353,United States,Northwest
68354,Canada,Canada
68355,Canada,Canada
68356,Canada,Canada
68357,United States,Southwest
68358,Canada,Canada
68359,United States,Southwest
68360,United States,Northwest
68361,United States,Southwest
68362,United States,Southwest
68363,Canada,Canada
68364,United States,Southwest
68365,United States,Northwest
68366,Canada,Canada
68367,United Kingdom,United Kingdom
68368,France,France
68369,Germany,Germany
68370,France,France
68371,United Kingdom,United Kingdom
68372,France,France
68373,France,France
68374,United States,Southwest
68375,United States,Southeast
68376,United States,Southwest
68377,United States,Southwest
68378,United States,Southwest
68379,United States,Southwest
68380,United States,Southwest
68381,United States,Southwest
68382,France,France
68383,Australia,Australia
68384,Australia,Australia
68385,Australia,Australia
68386,Australia,Australia
68387,Australia,Australia
68388,Australia,Australia
68389,United States,Southwest
68390,United States,Northwest
68391,United States,Northwest
68392,United States,Southwest
68393,United States,Southwest
68394,Germany,Germany
68395,United Kingdom,United Kingdom
68396,Australia,Australia
68397,Australia,Australia
68398,United Kingdom,United Kingdom
68399,United Kingdom,United Kingdom
68400,Australia,Australia
68401,Australia,Australia
68402,Australia,Australia
68403,Australia,Australia
68404,Australia,Australia
68405,Australia,Australia
68406,Australia,Australia
68407,United Kingdom,United Kingdom
68408,France,France
68409,Germany,Germany
68410,United Kingdom,United Kingdom
68411,Australia,Australia
68412,United States,Northwest
68413,United States,Northwest
68414,United States,Northwest
68415,Canada,Canada
68416,United States,Southwest
68417,United States,Northwest
68418,United States,Southwest
68419,United States,Northwest
68420,Canada,Canada
68421,Canada,Canada
68422,United States,Southwest
68423,Canada,Canada
68424,United States,Southwest
68425,United States,Southwest
68426,United States,Northwest
68427,United States,Northwest
68428,Germany,Germany
68429,United Kingdom,United Kingdom
68430,United Kingdom,United Kingdom
68431,United Kingdom,United Kingdom
68432,Germany,Germany
68433,Germany,Germany
68434,United Kingdom,United Kingdom
68435,Germany,Germany
68436,France,France
68437,Canada,Canada
68438,United States,Southwest
68439,Germany,Germany
68440,Canada,Canada
68441,United States,Southwest
68442,United States,Northwest
68443,United States,Northwest
68444,United States,Northwest
68445,Australia,Australia
68446,Australia,Australia
68447,Australia,Australia
68448,Australia,Australia
68449,Australia,Australia
68450,United States,Southwest
68451,United States,Southwest
68452,United States,Northwest
68453,United States,Northwest
68454,United States,Southwest
68455,United States,Southwest
68456,Canada,Canada
68457,United States,Southwest
68458,United States,Southwest
68459,United States,Northwest
68460,United States,Northwest
68461,United States,Southwest
68462,United Kingdom,United Kingdom
68463,Germany,Germany
68464,Germany,Germany
68465,France,France
68466,Germany,Germany
68467,Australia,Australia
68468,Australia,Australia
68469,Australia,Australia
68470,Australia,Australia
68471,United States,Northwest
68472,Australia,Australia
68473,Australia,Australia
68474,Australia,Australia
68475,Australia,Australia
68476,Australia,Australia
68477,Australia,Australia
68478,Australia,Australia
68479,United Kingdom,United Kingdom
68480,Germany,Germany
68481,United Kingdom,United Kingdom
68482,United Kingdom,United Kingdom
68483,France,France
68484,Canada,Canada
68485,United States,Northwest
68486,United States,Northwest
68487,Canada,Canada
68488,United States,Southwest
68489,Canada,Canada
68490,United States,Southwest
68491,United States,Southwest
68492,Canada,Canada
68493,United States,Northwest
